Impressions,Clicks,Sales,Spend,Marketplace,Ad_group,Orders,Units
9893,50,861.79,172.358,Walmart,PPC_Marketing,10,11
8808,39,523.12,104.624,Walmart,PPC_Marketing,7,8
7132,24,307.97,61.594,Walmart,PPC_Marketing,3,3
23399,75,385.88,77.176,Walmart,PPC_Marketing,7,8
49869,93,825.91,165.182,Walmart,PPC_Marketing,9,9
4624,14,252.99,50.598,Walmart,PPC_Marketing,1,1
5232,10,254.98,50.996,Walmart,PPC_Marketing,2,2
23319,69,468.93,234.465,Walmart,Outdoor_Marketing,4,7
8786,19,79.99,39.995,Walmart,Outdoor_Marketing,1,1
35103,53,159.57,79.785,Walmart,Outdoor_Marketing,1,1
31939,118,830.01,166.002,Walmart,Digital_ad,10,10
15543,18,52.99,10.598,Walmart,Digital_ad,1,1
11410,79,1390.4,278.08,Walmart,PPC_Marketing,18,20
7333,24,157.27,31.454,Walmart,PPC_Marketing,3,3
18824,38,352.98,70.596,Walmart,PPC_Marketing,2,2
130520,476,598.13,299.065,Walmart,Outdoor_Marketing,6,7
23533,88,304.97,152.485,Walmart,Outdoor_Marketing,3,3
37920,105,638.94,319.47,Walmart,Outdoor_Marketing,5,6
38371,81,467.96,233.98,Walmart,Outdoor_Marketing,4,4
8924,27,319.98,63.996,Walmart,Digital_ad,2,2
11616,28,329.95,65.99,Walmart,Digital_ad,5,5
17149,30,100.99,20.198,Walmart,Digital_ad,1,1
9067,6,247.58,49.516,Walmart,Social_Media,2,2
13674,111,1307.04,261.408,Walmart,PPC_Marketing,17,20
13848,37,404.95,80.99,Walmart,PPC_Marketing,5,5
18608,38,1010.45,202.09,Walmart,PPC_Marketing,6,6
2434,9,57.98,11.596,Walmart,PPC_Marketing,1,2
59410,185,589.95,294.975,Walmart,Outdoor_Marketing,3,5
40953,99,865.93,432.965,Walmart,Outdoor_Marketing,7,7
33932,107,275.94,137.97,Walmart,Outdoor_Marketing,1,2
73189,134,411.98,205.99,Walmart,Outdoor_Marketing,2,2
24558,84,814.53,162.906,Walmart,Digital_ad,9,9
16441,33,408.95,81.79,Walmart,Digital_ad,4,5
15490,18,52.99,10.598,Walmart,Digital_ad,1,1
12637,50,178.98,35.796,Walmart,PPC_Marketing,2,2
17404,49,795.95,159.19,Walmart,PPC_Marketing,5,5
41848,277,730.28,146.056,Walmart,PPC_Marketing,22,24
4924,13,134.99,67.495,Walmart,Outdoor_Marketing,1,1
292443,433,863.82,431.91,Walmart,Outdoor_Marketing,8,8
51649,144,1521.13,760.565,Walmart,Outdoor_Marketing,12,16
11460,38,233.98,116.99,Walmart,Outdoor_Marketing,1,2
1238,7,71.98,35.99,Walmart,Outdoor_Marketing,1,1
73016,107,300.96,150.48,Walmart,Outdoor_Marketing,4,4
5447,18,985.92,492.96,Walmart,Outdoor_Marketing,6,8
27537,86,575.79,115.158,Walmart,Digital_ad,7,7
10820,23,161.98,32.396,Walmart,Digital_ad,2,2
18499,62,263.97,52.794,Walmart,PPC_Marketing,3,3
45549,85,290.96,58.192,Walmart,PPC_Marketing,4,4
6579,18,204.64,40.928,Walmart,PPC_Marketing,2,2
15585,30,75.99,15.198,Walmart,PPC_Marketing,1,1
33452,190,623.07,124.614,Walmart,PPC_Marketing,17,23
24850,106,861.8,430.9,Walmart,Outdoor_Marketing,9,10
38554,122,867.93,433.965,Walmart,Outdoor_Marketing,6,7
16558,75,338.98,169.49,Walmart,Outdoor_Marketing,2,2
4400,22,159.98,79.99,Walmart,Outdoor_Marketing,1,2
82075,109,366.95,183.475,Walmart,Outdoor_Marketing,3,3
15646,84,330.96,165.48,Walmart,Outdoor_Marketing,2,2
43107,119,465.93,232.965,Walmart,Outdoor_Marketing,2,3
17902,93,1273.8,254.76,Walmart,Digital_ad,15,15
40715,30,211.96,42.392,Walmart,Digital_ad,4,4
38706,78,656.89,131.378,Walmart,PPC_Marketing,10,11
38700,59,783.96,156.792,Walmart,PPC_Marketing,4,4
15301,42,853.29,170.658,Walmart,PPC_Marketing,6,7
11399,53,434.97,86.994,Walmart,PPC_Marketing,3,3
4356,9,109.99,54.995,Walmart,Outdoor_Marketing,1,1
8428,36,249.98,124.99,Walmart,Outdoor_Marketing,1,2
51025,138,1394.18,697.09,Walmart,Outdoor_Marketing,11,12
88056,414,1597.37,798.685,Walmart,Outdoor_Marketing,13,14
7910,31,1624.97,812.485,Walmart,Outdoor_Marketing,9,13
54885,126,650.72,325.36,Walmart,Outdoor_Marketing,5,8
1697,6,88.99,17.798,Walmart,Digital_ad,1,1
44800,39,222.96,44.592,Walmart,Digital_ad,4,4
47457,79,1425.86,285.172,Walmart,PPC_Marketing,14,14
21430,36,298.99,59.798,Walmart,PPC_Marketing,1,1
5369,8,395.98,79.196,Walmart,PPC_Marketing,2,2
11661,22,284.98,56.996,Walmart,PPC_Marketing,2,2
16554,48,1270.83,254.166,Walmart,PPC_Marketing,9,9
10978,23,359.97,179.985,Walmart,Outdoor_Marketing,2,3
14035,63,897.92,448.96,Walmart,Outdoor_Marketing,9,9
16113,50,39.99,19.995,Walmart,Outdoor_Marketing,1,1
2711,20,179.96,89.98,Walmart,Outdoor_Marketing,2,4
14792,37,323.96,64.792,Walmart,Digital_ad,3,4
34243,45,91.98,18.396,Walmart,Digital_ad,2,2
57704,223,2606.66,521.332,Walmart,PPC_Marketing,35,36
13973,25,1352.95,270.59,Walmart,PPC_Marketing,5,5
71113,139,1267.88,253.576,Walmart,PPC_Marketing,12,12
20031,58,63.98,12.796,Walmart,PPC_Marketing,1,2
15676,52,838.51,167.702,Walmart,PPC_Marketing,6,9
9579,27,130.88,65.44,Walmart,Outdoor_Marketing,2,2
17945,83,1290.13,645.065,Walmart,Outdoor_Marketing,6,11
14988,47,194.42,97.21,Walmart,Outdoor_Marketing,2,2
6461,39,678.88,339.44,Walmart,Outdoor_Marketing,6,12
15287,22,195.77,97.885,Walmart,Outdoor_Marketing,3,4
11393,61,277.96,55.592,Walmart,Digital_ad,4,4
46129,59,211.96,42.392,Walmart,Digital_ad,3,4
4124,5,129.89,25.978,Walmart,Social_Media,1,1
71737,202,2239.1,447.82,Walmart,PPC_Marketing,30,31
96424,194,1934.44,386.888,Walmart,PPC_Marketing,27,30
14812,28,516.98,103.396,Walmart,PPC_Marketing,2,2
90788,214,1152.26,230.452,Walmart,PPC_Marketing,12,14
12338,20,59.99,11.998,Walmart,PPC_Marketing,1,1
19270,66,1082.85,216.57,Walmart,PPC_Marketing,9,11
23197,76,596.96,298.48,Walmart,Outdoor_Marketing,3,4
30872,107,2941.72,1470.86,Walmart,Outdoor_Marketing,18,25
4438,14,815.91,407.955,Walmart,Outdoor_Marketing,6,9
23374,93,785.89,157.178,Walmart,Digital_ad,11,11
18698,47,401.95,80.39,Walmart,Digital_ad,5,5
56953,148,1192,238.4,Walmart,PPC_Marketing,16,16
68877,117,1075.12,215.024,Walmart,PPC_Marketing,13,13
19790,35,472.98,94.596,Walmart,PPC_Marketing,2,2
13564,29,19.29,3.858,Walmart,PPC_Marketing,1,1
80688,241,1776.03,355.206,Walmart,PPC_Marketing,17,17
25483,52,329.98,65.996,Walmart,PPC_Marketing,2,2
859,5,53.94,10.788,Walmart,PPC_Marketing,1,2
12923,26,289.98,144.99,Walmart,Outdoor_Marketing,2,2
14180,46,284.97,142.485,Walmart,Outdoor_Marketing,3,3
121853,314,840.92,420.46,Walmart,Outdoor_Marketing,8,8
5389,8,169.98,84.99,Walmart,Outdoor_Marketing,2,2
7560,32,179.97,89.985,Walmart,Outdoor_Marketing,1,3
14273,35,111.98,22.396,Walmart,Digital_ad,2,2
34447,57,129.98,25.996,Walmart,Digital_ad,2,2
103443,325,2890.2,578.04,Walmart,PPC_Marketing,28,30
101979,205,1628.08,325.616,Walmart,PPC_Marketing,21,22
8036,19,649.26,129.852,Walmart,PPC_Marketing,4,4
6652,24,248.6,49.72,Walmart,PPC_Marketing,1,1
44806,92,916.45,183.29,Walmart,PPC_Marketing,6,6
15280,32,244.98,122.49,Walmart,Outdoor_Marketing,2,2
6796,32,159.98,79.99,Walmart,Outdoor_Marketing,1,2
7767,25,28.93,14.465,Walmart,Outdoor_Marketing,1,1
25482,60,479.93,239.965,Walmart,Outdoor_Marketing,4,7
20196,61,426.03,85.206,Walmart,Digital_ad,6,7
4033,20,242.97,48.594,Walmart,Digital_ad,3,3
26016,59,534.04,106.808,Walmart,Digital_ad,6,6
86560,236,1562.9,312.58,Walmart,PPC_Marketing,19,20
76013,164,1200.6,240.12,Walmart,PPC_Marketing,15,15
43109,67,748.7,149.74,Walmart,PPC_Marketing,4,6
12840,33,219.98,109.99,Walmart,Outdoor_Marketing,2,2
7636,22,374.96,187.48,Walmart,Outdoor_Marketing,3,4
175872,431,4310.56,2155.28,Walmart,Outdoor_Marketing,27,33
16569,45,145.98,72.99,Walmart,Outdoor_Marketing,2,2
12000,41,223.96,44.792,Walmart,Digital_ad,4,4
25084,28,105.98,21.196,Walmart,Digital_ad,2,2
57879,195,1270.58,254.116,Walmart,PPC_Marketing,16,17
77737,226,1492.1,298.42,Walmart,PPC_Marketing,19,20
31254,83,1304.26,260.852,Walmart,PPC_Marketing,9,9
6925,12,277.56,55.512,Walmart,PPC_Marketing,3,4
5870,26,545.94,272.97,Walmart,Outdoor_Marketing,5,6
8132,29,798.75,399.375,Walmart,Outdoor_Marketing,5,5
108707,285,2106.98,1053.49,Walmart,Outdoor_Marketing,12,14
22655,21,69.99,34.995,Walmart,Outdoor_Marketing,1,1
17107,18,124.99,62.495,Walmart,Outdoor_Marketing,1,1
4900,12,96.99,48.495,Walmart,Outdoor_Marketing,1,1
13997,74,531.94,106.388,Walmart,Digital_ad,6,6
29507,35,52.99,10.598,Walmart,Digital_ad,1,1
920,2,124.99,24.998,Walmart,Social_Media,1,1
29963,98,542.19,108.438,Walmart,PPC_Marketing,6,6
1341,11,84.99,16.998,Walmart,PPC_Marketing,1,1
11334,39,800.97,160.194,Walmart,PPC_Marketing,3,3
5745,14,360.98,72.196,Walmart,PPC_Marketing,2,2
5196,11,282.63,56.526,Walmart,PPC_Marketing,3,3
8377,11,241.99,48.398,Walmart,PPC_Marketing,1,1
21550,45,744.95,148.99,Walmart,PPC_Marketing,5,5
7223,18,310.77,155.385,Walmart,Outdoor_Marketing,3,3
208872,670,5182.86,2591.43,Walmart,Outdoor_Marketing,32,36
21480,34,205.99,102.995,Walmart,Outdoor_Marketing,1,1
10440,42,391.93,78.386,Walmart,Digital_ad,7,7
16870,16,52.99,10.598,Walmart,Digital_ad,1,1
19786,68,542.43,108.486,Walmart,PPC_Marketing,7,7
7707,17,532.97,106.594,Walmart,PPC_Marketing,2,3
11473,6,241.99,48.398,Walmart,PPC_Marketing,1,1
6275,25,239.58,119.79,Walmart,Outdoor_Marketing,2,2
7412,27,1785.5,892.75,Walmart,Outdoor_Marketing,6,10
128938,416,1750.66,875.33,Walmart,Outdoor_Marketing,13,13
75625,94,135.98,67.99,Walmart,Outdoor_Marketing,2,2
9837,43,223.96,44.792,Walmart,Digital_ad,4,4
2714,6,254.99,50.998,Walmart,Digital_ad,1,1
71267,78,158.97,31.794,Walmart,Digital_ad,3,3
66046,170,1739.8,347.96,Walmart,PPC_Marketing,19,20
23291,75,478.96,95.792,Walmart,PPC_Marketing,4,4
11982,21,139.99,27.998,Walmart,PPC_Marketing,1,1
15545,40,849.92,424.96,Walmart,Outdoor_Marketing,5,8
40618,62,277.84,138.92,Walmart,Outdoor_Marketing,4,4
5157,24,55.99,27.995,Walmart,Outdoor_Marketing,1,1
144317,276,861.88,430.94,Walmart,Outdoor_Marketing,8,12
15973,47,111.98,22.396,Walmart,Digital_ad,2,2
53194,64,105.98,21.196,Walmart,Digital_ad,2,2
12936,76,778.9,155.78,Walmart,PPC_Marketing,9,10
10998,21,869.95,173.99,Walmart,PPC_Marketing,5,5
38303,160,475.95,95.19,Walmart,PPC_Marketing,5,5
11816,5,72.85,14.57,Walmart,PPC_Marketing,2,2
9636,28,1185.92,592.96,Walmart,Outdoor_Marketing,8,8
14830,26,171.99,85.995,Walmart,Outdoor_Marketing,1,1
49756,49,208.97,104.485,Walmart,Outdoor_Marketing,3,3
3622,6,309.96,154.98,Walmart,Outdoor_Marketing,3,4
10059,48,55.99,11.198,Walmart,Digital_ad,1,1
67889,77,283.96,56.792,Walmart,Digital_ad,4,4
72509,326,3234.66,646.932,Walmart,PPC_Marketing,34,34
9420,16,197.99,39.598,Walmart,PPC_Marketing,1,1
23220,79,952.58,190.516,Walmart,PPC_Marketing,8,8
13736,7,163.99,32.798,Walmart,PPC_Marketing,1,1
15452,58,1139.15,569.575,Walmart,Outdoor_Marketing,6,11
83482,272,619.95,309.975,Walmart,Outdoor_Marketing,5,5
34603,56,188.97,94.485,Walmart,Outdoor_Marketing,2,3
14346,62,256.96,51.392,Walmart,Digital_ad,4,4
4833,8,95.44,19.088,Walmart,Digital_ad,1,1
61861,72,105.98,21.196,Walmart,Digital_ad,2,2
4452,15,420.97,84.194,Walmart,Social_Media,2,3
44968,58,520.93,104.186,Walmart,PPC_Marketing,5,7
22105,51,660.96,132.192,Walmart,PPC_Marketing,4,4
13852,31,340.97,68.194,Walmart,PPC_Marketing,3,3
34255,43,897.96,179.592,Walmart,PPC_Marketing,3,4
29898,67,593.12,118.624,Walmart,PPC_Marketing,4,4
14905,51,498.96,249.48,Walmart,Outdoor_Marketing,4,4
16222,66,562.47,281.235,Walmart,Outdoor_Marketing,4,5
103338,140,1148.87,574.435,Walmart,Outdoor_Marketing,8,11
2700,6,59.99,29.995,Walmart,Outdoor_Marketing,1,1
8493,42,223.96,44.792,Walmart,Digital_ad,4,4
8986,12,241.98,48.396,Walmart,PPC_Marketing,2,2
13546,22,1007.94,201.588,Walmart,PPC_Marketing,5,6
20707,27,926.91,185.382,Walmart,PPC_Marketing,5,7
24590,63,433.54,86.708,Walmart,PPC_Marketing,3,4
24433,18,205.99,102.995,Walmart,Outdoor_Marketing,1,1
13637,41,999.9,499.95,Walmart,Outdoor_Marketing,5,10
19435,43,1037.93,518.965,Walmart,Outdoor_Marketing,6,7
20047,55,251.56,125.78,Walmart,Outdoor_Marketing,7,8
12553,56,818.87,163.774,Walmart,Digital_ad,12,13
4247,3,88.99,17.798,Walmart,Digital_ad,1,1
6757,19,52.99,10.598,Walmart,Digital_ad,1,1
105187,304,2951.18,590.236,Walmart,PPC_Marketing,42,42
103130,247,1429.96,285.992,Walmart,PPC_Marketing,23,24
33185,83,588.83,117.766,Walmart,PPC_Marketing,4,4
4127,9,44.99,8.998,Walmart,PPC_Marketing,1,1
68052,132,1040.04,520.02,Walmart,Outdoor_Marketing,6,7
8847,33,149.99,74.995,Walmart,Outdoor_Marketing,1,1
21281,22,144.99,72.495,Walmart,Outdoor_Marketing,1,1
10514,32,149.98,74.99,Walmart,Outdoor_Marketing,1,2
17044,40,338.12,169.06,Walmart,Outdoor_Marketing,8,12
12288,43,279.95,55.99,Walmart,Digital_ad,5,5
16940,22,105.98,21.196,Walmart,Digital_ad,1,2
20462,30,342.96,68.592,Walmart,PPC_Marketing,4,4
39668,117,825.48,412.74,Walmart,Outdoor_Marketing,5,7
11280,45,98.99,49.495,Walmart,Outdoor_Marketing,1,1
29398,76,1017.86,508.93,Walmart,Outdoor_Marketing,12,14
32675,46,377.98,188.99,Walmart,Outdoor_Marketing,2,2
9936,34,167.97,33.594,Walmart,Digital_ad,3,3
4662,8,343.98,68.796,Walmart,Digital_ad,2,2
5405,18,208.99,41.798,Walmart,Digital_ad,2,2
66063,197,1437.7,287.54,Walmart,PPC_Marketing,20,20
11607,20,151.98,30.396,Walmart,PPC_Marketing,2,2
17680,26,560.96,112.192,Walmart,PPC_Marketing,4,4
2322,3,20.5,4.1,Walmart,PPC_Marketing,1,1
14044,51,24.99,12.495,Walmart,Outdoor_Marketing,1,1
12778,27,791.95,395.975,Walmart,Outdoor_Marketing,4,5
22533,32,99.99,49.995,Walmart,Outdoor_Marketing,1,1
24597,62,1692.75,846.375,Walmart,Outdoor_Marketing,9,25
6864,10,139.98,69.99,Walmart,Outdoor_Marketing,1,2
14657,34,324.16,64.832,Walmart,Digital_ad,4,4
791,2,88.99,17.798,Walmart,Digital_ad,1,1
12164,79,1199.66,239.932,Walmart,PPC_Marketing,14,14
17302,34,377.96,75.592,Walmart,PPC_Marketing,4,4
14675,24,241.98,48.396,Walmart,PPC_Marketing,2,2
4974,6,241.99,48.398,Walmart,PPC_Marketing,1,1
3282,11,109.91,21.982,Walmart,PPC_Marketing,3,3
2841,4,99.99,49.995,Walmart,Outdoor_Marketing,1,1
29556,27,231.98,115.99,Walmart,Outdoor_Marketing,1,2
22737,67,194.97,97.485,Walmart,Outdoor_Marketing,2,3
7409,20,25.99,12.995,Walmart,Outdoor_Marketing,1,1
16250,28,279.19,139.595,Walmart,Outdoor_Marketing,2,3
8580,51,167.97,33.594,Walmart,Digital_ad,3,3
8259,23,373.98,74.796,Walmart,Digital_ad,3,3
27023,58,863.02,172.604,Walmart,PPC_Marketing,9,10
19295,43,613.85,122.77,Walmart,PPC_Marketing,5,5
12066,23,395.98,79.196,Walmart,PPC_Marketing,2,2
3978,10,241.99,48.398,Walmart,PPC_Marketing,1,1
4159,6,37.99,7.598,Walmart,PPC_Marketing,1,1
21907,68,551.96,275.98,Walmart,Outdoor_Marketing,4,4
33566,104,577.92,288.96,Walmart,Outdoor_Marketing,3,4
18812,24,901.96,450.98,Walmart,Outdoor_Marketing,4,4
29093,83,717.9,358.95,Walmart,Outdoor_Marketing,8,10
23514,52,732.23,146.446,Walmart,Digital_ad,6,8
13561,30,119.96,23.992,Walmart,Digital_ad,2,2
27572,50,1526.89,305.378,Walmart,PPC_Marketing,11,11
15592,30,93.99,18.798,Walmart,PPC_Marketing,1,1
33399,60,840.49,168.098,Walmart,PPC_Marketing,7,7
17428,43,741.92,148.384,Walmart,PPC_Marketing,7,8
18086,26,157.28,31.456,Walmart,PPC_Marketing,3,4
7598,10,163.99,32.798,Walmart,PPC_Marketing,1,1
6691,23,71.05,14.21,Walmart,PPC_Marketing,3,3
15090,12,85.99,17.198,Walmart,PPC_Marketing,1,1
6393,28,503.97,251.985,Walmart,Outdoor_Marketing,3,3
13718,33,270.99,135.495,Walmart,Outdoor_Marketing,1,1
30027,69,1114.86,557.43,Walmart,Outdoor_Marketing,6,14
51954,104,507.97,253.985,Walmart,Outdoor_Marketing,3,3
22329,50,248.96,49.792,Walmart,Digital_ad,4,4
11832,25,785.13,157.026,Walmart,Digital_ad,6,6
20843,43,859.95,171.99,Walmart,PPC_Marketing,4,5
14949,26,247.98,49.596,Walmart,PPC_Marketing,2,2
26783,55,1021.94,204.388,Walmart,PPC_Marketing,6,6
3999,12,36.06,7.212,Walmart,PPC_Marketing,1,2
6596,24,316.98,158.49,Walmart,Outdoor_Marketing,2,2
49341,86,54.99,27.495,Walmart,Outdoor_Marketing,1,1
19480,54,125.98,62.99,Walmart,Outdoor_Marketing,1,2
4610,14,613.69,306.845,Walmart,Outdoor_Marketing,5,11
16399,61,595.9,119.18,Walmart,Digital_ad,6,10
13317,32,455.96,91.192,Walmart,Digital_ad,4,4
29341,57,191.28,38.256,Walmart,PPC_Marketing,2,2
11335,22,780.24,156.048,Walmart,PPC_Marketing,6,6
8984,34,71.27,14.254,Walmart,PPC_Marketing,3,3
14609,37,273.97,136.985,Walmart,Outdoor_Marketing,2,3
21222,60,628.91,314.455,Walmart,Outdoor_Marketing,4,9
46394,87,187.99,93.995,Walmart,Outdoor_Marketing,1,1
2300,11,69.99,34.995,Walmart,Outdoor_Marketing,1,1
8388,13,296.98,59.396,Walmart,Digital_ad,2,2
9207,37,296.08,59.216,Walmart,Social_Media,2,3
25034,59,1197.93,239.586,Walmart,PPC_Marketing,7,7
13718,33,324.97,64.994,Walmart,PPC_Marketing,3,3
28420,24,268.98,53.796,Walmart,PPC_Marketing,2,2
18896,25,245.99,49.198,Walmart,PPC_Marketing,1,1
4808,18,572.56,114.512,Walmart,PPC_Marketing,4,4
17693,37,132.97,26.594,Walmart,PPC_Marketing,2,3
14526,34,270.99,135.495,Walmart,Outdoor_Marketing,1,1
13214,30,802.95,401.475,Walmart,Outdoor_Marketing,4,5
9390,20,251.97,125.985,Walmart,Outdoor_Marketing,3,3
24060,65,258.97,129.485,Walmart,Outdoor_Marketing,3,3
3075,16,264.96,132.48,Walmart,Outdoor_Marketing,3,4
19361,37,946.92,189.384,Walmart,PPC_Marketing,8,8
11965,27,694.94,138.988,Walmart,PPC_Marketing,5,6
10017,55,385.6,77.12,Walmart,PPC_Marketing,6,6
35236,74,916.88,183.376,Walmart,PPC_Marketing,9,9
19357,113,1245.86,249.172,Walmart,PPC_Marketing,14,14
5685,22,191.8,38.36,Walmart,PPC_Marketing,10,10
25416,39,110.14,22.028,Walmart,PPC_Marketing,2,4
24100,43,447.96,223.98,Walmart,Outdoor_Marketing,3,4
16752,38,165.99,82.995,Walmart,Outdoor_Marketing,1,1
4282,16,79.99,39.995,Walmart,Outdoor_Marketing,1,1
6955,28,74.99,37.495,Walmart,Outdoor_Marketing,1,1
8552,9,464.98,92.996,Walmart,Digital_ad,2,2
48864,106,214.99,42.998,Walmart,Social_Media,1,1
19752,42,1282.31,256.462,Walmart,PPC_Marketing,9,10
13295,23,883.91,176.782,Walmart,PPC_Marketing,8,9
47446,101,1302.13,260.426,Walmart,PPC_Marketing,7,7
27345,97,784.57,156.914,Walmart,PPC_Marketing,12,13
24119,73,429.73,85.946,Walmart,PPC_Marketing,4,4
28409,133,1695.12,339.024,Walmart,PPC_Marketing,17,20
4136,18,117.54,23.508,Walmart,PPC_Marketing,6,6
11152,28,228.97,45.794,Walmart,PPC_Marketing,2,3
27566,54,1014.66,507.33,Walmart,Outdoor_Marketing,5,6
18328,120,3011.76,1505.88,Walmart,Outdoor_Marketing,12,24
24768,36,445.98,222.99,Walmart,Outdoor_Marketing,2,2
74418,108,287.58,143.79,Walmart,Outdoor_Marketing,2,2
19016,38,425.96,212.98,Walmart,Outdoor_Marketing,3,4
6660,22,779.89,389.945,Walmart,Outdoor_Marketing,7,11
7038,23,94.99,18.998,Walmart,Digital_ad,1,1
27098,49,1309.91,261.982,Walmart,PPC_Marketing,8,9
13417,31,642.96,128.592,Walmart,PPC_Marketing,4,4
43058,88,995.27,199.054,Walmart,PPC_Marketing,8,11
21379,72,947.92,189.584,Walmart,PPC_Marketing,7,8
2514,9,84.99,16.998,Walmart,PPC_Marketing,1,1
3054,14,38.58,7.716,Walmart,PPC_Marketing,2,2
51437,67,1225.94,612.97,Walmart,Outdoor_Marketing,6,7
49486,60,678.97,339.485,Walmart,Outdoor_Marketing,3,3
13411,38,1201.81,600.905,Walmart,Outdoor_Marketing,6,19
13670,47,119.98,59.99,Walmart,Outdoor_Marketing,2,2
1123,2,79.99,39.995,Walmart,Outdoor_Marketing,1,1
15953,30,93.99,18.798,Walmart,PPC_Marketing,1,1
7034,23,410.12,82.024,Walmart,PPC_Marketing,4,4
42231,92,1011.08,202.216,Walmart,PPC_Marketing,13,14
4738,14,96.17,19.234,Walmart,PPC_Marketing,3,5
7158,16,189.98,37.996,Walmart,PPC_Marketing,2,2
9948,46,165.99,82.995,Walmart,Outdoor_Marketing,1,1
94133,96,347.96,173.98,Walmart,Outdoor_Marketing,4,4
15202,47,199.96,99.98,Walmart,Outdoor_Marketing,4,4
15294,28,534.93,267.465,Walmart,Outdoor_Marketing,4,7
7125,25,206.64,103.32,Walmart,Outdoor_Marketing,2,2
12354,40,192.97,38.594,Walmart,Digital_ad,3,3
7047,12,177.98,35.596,Walmart,Digital_ad,1,2
20018,52,827.88,165.576,Walmart,Digital_ad,6,7
10426,31,1454.99,290.998,Walmart,PPC_Marketing,8,8
3688,5,174.99,34.998,Walmart,PPC_Marketing,1,1
24332,128,950.76,190.152,Walmart,PPC_Marketing,13,14
8118,20,42.79,8.558,Walmart,PPC_Marketing,2,2
8080,48,149.98,74.99,Walmart,Outdoor_Marketing,2,2
24443,39,385.22,192.61,Walmart,Outdoor_Marketing,3,3
16137,49,420.95,210.475,Walmart,Outdoor_Marketing,4,5
15089,49,1929.8,964.9,Walmart,Outdoor_Marketing,10,20
9599,27,174.14,34.828,Walmart,Digital_ad,2,2
11251,48,898.94,179.788,Walmart,Digital_ad,5,6
22104,57,1755.46,351.092,Walmart,PPC_Marketing,15,16
20918,41,239.48,47.896,Walmart,PPC_Marketing,3,3
8453,22,491.96,98.392,Walmart,PPC_Marketing,2,2
20610,108,1052.88,210.576,Walmart,PPC_Marketing,11,13
12309,40,478.4,95.68,Walmart,PPC_Marketing,10,11
29407,75,660.95,330.475,Walmart,Outdoor_Marketing,5,5
31155,77,476.94,238.47,Walmart,Outdoor_Marketing,5,6
12420,21,69.99,34.995,Walmart,Outdoor_Marketing,1,1
8085,36,124.99,62.495,Walmart,Outdoor_Marketing,1,1
36196,142,936.86,187.372,Walmart,Digital_ad,14,14
3804,13,215.99,43.198,Walmart,Digital_ad,1,1
3486,12,73.99,14.798,Walmart,Digital_ad,1,1
4822,12,54.99,10.998,Walmart,Social_Media,1,1
11256,39,869.12,173.824,Walmart,PPC_Marketing,7,8
15825,84,667.8,133.56,Walmart,PPC_Marketing,9,10
43964,129,704.54,140.908,Walmart,PPC_Marketing,6,6
15010,26,64.99,12.998,Walmart,PPC_Marketing,1,1
11254,65,196.98,98.49,Walmart,Outdoor_Marketing,2,2
16841,37,59.99,29.995,Walmart,Outdoor_Marketing,1,1
13598,25,314.95,157.475,Walmart,Outdoor_Marketing,3,5
10172,33,396.31,198.155,Walmart,Outdoor_Marketing,2,2
8358,12,75.99,15.198,Walmart,Digital_ad,1,1
29039,74,1341.9,268.38,Walmart,PPC_Marketing,10,10
36392,67,661.96,132.392,Walmart,PPC_Marketing,4,4
11589,75,380.93,76.186,Walmart,PPC_Marketing,7,7
21804,12,75.99,15.198,Walmart,PPC_Marketing,1,1
16878,51,183.6,36.72,Walmart,PPC_Marketing,6,9
18900,48,96.99,19.398,Walmart,PPC_Marketing,1,1
7295,30,519.96,259.98,Walmart,Outdoor_Marketing,4,4
69792,120,1006.24,503.12,Walmart,Outdoor_Marketing,6,6
16305,29,298.98,149.49,Walmart,Outdoor_Marketing,7,8
23618,80,670.92,335.46,Walmart,Outdoor_Marketing,5,8
8077,20,28.99,14.495,Walmart,Outdoor_Marketing,1,1
18535,30,224.97,112.485,Walmart,Outdoor_Marketing,1,3
9995,33,321.97,64.394,Walmart,Digital_ad,3,3
10373,19,465.97,93.194,Walmart,Digital_ad,3,3
8245,12,139.98,27.996,Walmart,Social_Media,1,2
16472,52,614.94,122.988,Walmart,PPC_Marketing,6,6
31911,77,3902.72,780.544,Walmart,PPC_Marketing,26,28
36670,69,938.95,187.79,Walmart,PPC_Marketing,5,5
12377,11,525.08,105.016,Walmart,PPC_Marketing,2,2
13787,16,500.96,100.192,Walmart,PPC_Marketing,2,2
2487,5,41.72,8.344,Walmart,PPC_Marketing,2,2
12502,25,129.98,25.996,Walmart,PPC_Marketing,2,2
96710,179,922.93,461.465,Walmart,Outdoor_Marketing,7,7
12251,73,819.96,409.98,Walmart,Outdoor_Marketing,4,4
110213,156,317.98,158.99,Walmart,Outdoor_Marketing,2,2
14316,29,84.99,42.495,Walmart,Outdoor_Marketing,1,1
21250,43,329.96,164.98,Walmart,Outdoor_Marketing,4,4
10864,19,139.98,69.99,Walmart,Outdoor_Marketing,1,2
9213,26,447.98,223.99,Walmart,Outdoor_Marketing,2,2
5192,12,39.99,7.998,Walmart,Digital_ad,1,1
37767,75,2528.67,505.734,Walmart,PPC_Marketing,17,19
4964,16,171.99,34.398,Walmart,PPC_Marketing,1,1
11716,18,163.99,32.798,Walmart,PPC_Marketing,1,1
